MEMBER 1
1,input,0
2,input,0
3,input,0
4,input,0
5,input,0
6,input,0
7,input,0
8,output,0
13,hidden,0.9451007144967037
11,hidden,-0.022790551535448234
11,hidden,-0.424884385366985
9,hidden,-0.6649456182429798
21,hidden,-0.5412985198271137
19,hidden,-0.7468245604356238
29,hidden,-0.24263378548581305
11,hidden,0.06020002611817091
18,hidden,-0.47692673784582384
69,hidden,0.8754925879488265
29,hidden,0.760297675811982
47,hidden,0.12976608969956746
17,hidden,0.33619885384330545
1,8,0.06589628059124136,True,1
2,8,0.1330316951735277,False,2
3,8,0.9705985768087013,True,3
4,8,-0.289809658234512,True,4
5,8,0.07899697902911673,True,5
6,8,2.854902707436816,True,6
7,8,1.277637090787093,True,7
4,9,1,True,8
9,8,-1.3275460749433392,True,9
9,9,-1.1867871903635498,True,10
2,11,1,True,14
11,8,0.4908841353760682,False,15
11,11,-0.9801305315129815,True,16
29,29,-0.14073839168924815,True,81
1,13,1,True,20
13,8,0.06589628059124136,True,21
13,13,-1.6429455798742467,True,22
4,69,1,True,218
69,18,1.3257836212641112,True,219
47,19,1,True,135
11,17,1,True,34
17,8,0.4908841353760682,True,35
4,18,1,False,36
18,9,1,True,37
2,19,1,False,38
19,11,1,True,39
19,19,0.3196142398076705,True,40
13,21,-0.3797335983163461,True,43
21,8,0.6904492944224061,False,44
21,29,1,True,71
29,8,-0.9871280713750222,True,72
21,21,-1.2129857825830148,True,53
69,69,-0.7852372467287961,True,313
2,47,1,True,134
fitness=0.06577705862171335
MEMBER 2
1,input,0
2,input,0
3,input,0
4,input,0
5,input,0
6,input,0
7,input,0
8,output,0
13,hidden,0.9451007144967037
11,hidden,0.2977656976128204
11,hidden,-0.5091772939577888
9,hidden,-0.9804949168993841
21,hidden,-0.8594460572280989
32,hidden,0.847642097210436
10,hidden,0.11412976156967795
17,hidden,-0.5412470045599477
16,hidden,0.8196426054606238
40,hidden,0.6628536776809569
13,hidden,-0.977683173861517
17,hidden,0.9355353158726539
10,hidden,0.006397162650738003
13,hidden,0.8082606136490973
21,hidden,0.2067992019725565
18,hidden,0.20522033821994162
29,hidden,-0.8111260779320367
1,8,0.032671693286720316,True,1
2,8,0.025268424030270072,True,2
3,8,0.9705985768087013,True,3
4,8,0.3537311754898425,True,4
5,8,0.3682578079921801,True,5
6,8,3.0940889623701517,True,6
7,8,1.598836929357289,True,7
4,9,1,False,8
9,8,0.27488435128314026,True,9
5,10,1,True,11
10,8,0.07899697902911673,True,12
10,10,0.38995211023353166,True,13
2,11,1,True,14
11,8,0.9459791162215618,True,15
11,11,-0.9801305315129815,True,16
21,29,1,True,71
13,32,1,True,82
32,21,1.8710097803572856,True,83
1,13,1,True,20
13,8,-0.9871280713750222,True,21
13,13,1.1980417687790734,True,22
32,32,-0.2692075440872892,True,90
1,16,1,True,31
16,13,0.17923063312221732,True,32
11,17,1,True,34
17,8,0.1330316951735277,True,35
4,18,1,True,36
18,9,1,True,37
13,21,0.8127011117849527,True,43
21,8,-0.9871280713750222,False,44
17,17,-0.7536144149158133,True,48
1,40,1,True,113
40,16,0.26863740467198594,True,114
21,21,-1.2129857825830148,True,53
29,8,-0.9871280713750222,True,72
fitness=0.06963290405804254
MEMBER 3
1,input,0
2,input,0
3,input,0
4,input,0
5,input,0
6,input,0
7,input,0
8,output,0
13,hidden,-0.22847205301655096
12,hidden,-0.31637333872225176
11,hidden,0.5689278116686476
23,hidden,0.1117730772866507
17,hidden,1.0992977795073156
22,hidden,-0.018041939500974102
10,hidden,-0.3072309342150508
17,hidden,0.4575530191754443
9,hidden,-0.34422118930485013
16,hidden,-0.6071942109851873
27,hidden,-0.8926618430514723
10,27,1,True,64
1,8,0.032671693286720316,True,1
2,8,0.025268424030270072,True,2
3,8,0.9705985768087013,True,3
4,8,0.3537311754898425,True,4
5,8,0.3682578079921801,True,5
6,8,3.116773107991955,True,6
7,8,1.598836929357289,True,7
4,9,1,True,8
9,8,-1.7031571710405287,True,9
5,10,1,True,11
10,8,0.794001446826258,False,12
2,11,1,True,14
11,8,-1.1503373118344995,True,15
11,11,-0.9801305315129815,True,16
7,12,1,True,17
12,8,1.7073629900737317,True,18
12,12,0.8273603113007529,True,19
1,13,0.10184653803761412,True,20
13,8,-0.9871280713750222,True,21
13,13,-1.6429455798742467,True,22
17,22,0.40733034672946267,True,280
1,16,1.468395941451429,True,31
16,13,1.0570183401185238,True,32
11,17,1,True,34
17,8,-0.040705977074381706,True,35
27,8,0.794001446826258,True,65
7,22,1,True,45
22,12,1,True,46
22,22,0.2132753451296626,True,47
17,17,-0.10789846577858214,True,48
12,23,1,True,50
23,8,0.7123441081576333,True,51
23,23,2.2718292085949336,True,52
fitness=0.0744485836453035
MEMBER 4
1,input,0
2,input,0
3,input,0
4,input,0
5,input,0
6,input,0
7,input,0
8,output,0
13,hidden,-0.22847205301655096
12,hidden,-0.31637333872225176
11,hidden,1.0057222345005692
23,hidden,-0.10709957066012693
17,hidden,0.657793876299168
22,hidden,-0.018041939500974102
10,hidden,-0.3072309342150508
17,hidden,0.4575530191754443
9,hidden,-0.34422118930485013
22,hidden,0.6303005636352252
